pdk;id_concentrateur;date_debut;date_fin
pdk1456;K00001456;2022-01-09 00:00:00;2022-03-08 00:00:00
pdk1457;K00001457;2022-01-10 00:00:00;2022-03-09 00:00:00
pdk1458;K00001458;2022-01-11 00:00:00;2022-03-10 00:00:00
pdk1459;K00001459;2022-01-12 00:00:00;2022-03-11 00:00:00
pdk1460;K00001460;2022-01-13 00:00:00;2022-03-12 00:00:00
pdk1461;K00001461;2022-01-14 00:00:00;2022-03-13 00:00:00
pdk1462;K00001462;2022-01-15 00:00:00;2022-03-14 00:00:00
pdk1463;K00001463;2022-01-16 00:00:00;2022-03-15 00:00:00
pdk1464;K00001464;2022-01-17 00:00:00;2022-03-16 00:00:00
pdk1465;K00001465;2022-01-18 00:00:00;2022-03-17 00:00:00
pdk1466;K00001466;2022-01-19 00:00:00;2022-03-18 00:00:00
pdk1467;K00001467;2022-01-20 00:00:00;2022-03-19 00:00:00
pdk1468;K00001468;2022-01-21 00:00:00;2022-03-20 00:00:00
pdk1469;K00001469;2022-01-22 00:00:00;2022-03-21 00:00:00
pdk1470;K00001470;2022-01-23 00:00:00;2022-03-22 00:00:00
pdk1471;K00001471;2022-01-24 00:00:00;2022-03-23 00:00:00
pdk1472;K00001472;2022-01-25 00:00:00;2022-03-24 00:00:00
pdk1473;K00001473;2022-01-26 00:00:00;2022-03-25 00:00:00
pdk1474;K00001474;2022-01-27 00:00:00;2022-03-26 00:00:00
pdk1475;K00001475;2022-01-28 00:00:00;2022-03-27 00:00:00
pdk1476;K00001476;2022-01-29 00:00:00;2022-03-28 00:00:00
pdk1477;K00001477;2022-01-30 00:00:00;2022-03-29 00:00:00
pdk1478;K00001478;2022-01-31 00:00:00;2022-03-30 00:00:00
pdk1479;K00001479;2022-02-01 00:00:00;2022-03-31 00:00:00
pdk1480;K00001480;2022-02-02 00:00:00;2022-04-01 00:00:00
pdk1481;K00001481;2022-02-03 00:00:00;2022-04-02 00:00:00
pdk1482;K00001482;2022-02-04 00:00:00;2022-04-03 00:00:00
pdk1483;K00001483;2022-02-05 00:00:00;2022-04-04 00:00:00
pdk1484;K00001484;2022-02-06 00:00:00;2022-04-05 00:00:00
pdk1485;K00001485;2022-02-07 00:00:00;2022-04-06 00:00:00
pdk1486;K00001486;2022-02-08 00:00:00;2022-04-07 00:00:00
pdk1487;K00001487;2022-02-09 00:00:00;2022-04-08 00:00:00
pdk1488;K00001488;2022-02-10 00:00:00;2022-04-09 00:00:00
pdk1489;K00001489;2022-02-11 00:00:00;2022-04-10 00:00:00
pdk1490;K00001490;2022-02-12 00:00:00;2022-04-11 00:00:00
pdk1491;K00001491;2022-02-13 00:00:00;2022-04-12 00:00:00
pdk1492;K00001492;2022-02-14 00:00:00;2022-04-13 00:00:00
pdk1493;K00001493;2022-02-15 00:00:00;2022-04-14 00:00:00
pdk1494;K00001494;2022-02-16 00:00:00;2022-04-15 00:00:00
pdk1495;K00001495;2022-02-17 00:00:00;2022-04-16 00:00:00
pdk1496;K00001496;2022-02-18 00:00:00;2022-04-17 00:00:00
pdk1497;K00001497;2022-02-19 00:00:00;2022-04-18 00:00:00
pdk1498;K00001498;2022-02-20 00:00:00;2022-04-19 00:00:00
pdk1499;K00001499;2022-02-21 00:00:00;2022-04-20 00:00:00
pdk1500;K00001500;2022-02-22 00:00:00;2022-04-21 00:00:00
pdk1501;K00001501;2022-02-23 00:00:00;2022-04-22 00:00:00
pdk1502;K00001502;2022-02-24 00:00:00;2022-04-23 00:00:00
pdk1503;K00001503;2022-02-25 00:00:00;2022-04-24 00:00:00
pdk1504;K00001504;2022-02-26 00:00:00;2022-04-25 00:00:00
pdk1505;K00001505;2022-02-27 00:00:00;2022-04-26 00:00:00
pdk1506;K00001506;2022-02-28 00:00:00;2022-04-27 00:00:00
pdk1507;K00001507;2022-03-01 00:00:00;2022-04-28 00:00:00
pdk1508;K00001508;2022-03-02 00:00:00;2022-04-29 00:00:00
pdk1509;K00001509;2022-03-03 00:00:00;2022-04-30 00:00:00
pdk1510;K00001510;2022-03-04 00:00:00;2022-05-01 00:00:00
pdk1511;K00001511;2022-03-05 00:00:00;2022-05-02 00:00:00
pdk1512;K00001512;2022-03-06 00:00:00;2022-05-03 00:00:00
pdk1513;K00001513;2022-03-07 00:00:00;2022-05-04 00:00:00
pdk1514;K00001514;2022-03-08 00:00:00;2022-05-05 00:00:00
pdk1515;K00001515;2022-03-09 00:00:00;2022-05-06 00:00:00
pdk1516;K00001516;2022-03-10 00:00:00;2022-05-07 00:00:00
pdk1517;K00001517;2022-03-11 00:00:00;2022-05-08 00:00:00
pdk1518;K00001518;2022-03-12 00:00:00;2022-05-09 00:00:00
pdk1519;K00001519;2022-03-13 00:00:00;2022-05-10 00:00:00
pdk1520;K00001520;2022-03-14 00:00:00;2022-05-11 00:00:00
pdk1521;K00001521;2022-03-15 00:00:00;2022-05-12 00:00:00
pdk1522;K00001522;2022-03-16 00:00:00;2022-05-13 00:00:00
pdk1523;K00001523;2022-03-17 00:00:00;2022-05-14 00:00:00
pdk1524;K00001524;2022-03-18 00:00:00;2022-05-15 00:00:00
pdk1525;K00001525;2022-03-19 00:00:00;2022-05-16 00:00:00
pdk1526;K00001526;2022-03-20 00:00:00;2022-05-17 00:00:00
pdk1527;K00001527;2022-03-21 00:00:00;2022-05-18 00:00:00
pdk1528;K00001528;2022-03-22 00:00:00;2022-05-19 00:00:00
pdk1529;K00001529;2022-03-23 00:00:00;2022-05-20 00:00:00
pdk1530;K00001530;2022-03-24 00:00:00;2022-05-21 00:00:00
pdk1531;K00001531;2022-03-25 00:00:00;2022-05-22 00:00:00
pdk1532;K00001532;2022-03-26 00:00:00;2022-05-23 00:00:00
pdk1533;K00001533;2022-03-27 00:00:00;2022-05-24 00:00:00
pdk1534;K00001534;2022-03-28 00:00:00;2022-05-25 00:00:00
pdk1535;K00001535;2022-03-29 00:00:00;2022-05-26 00:00:00
pdk1536;K00001536;2022-03-30 00:00:00;2022-05-27 00:00:00
pdk1537;K00001537;2022-03-31 00:00:00;2022-05-28 00:00:00
pdk1538;K00001538;2022-04-01 00:00:00;2022-05-29 00:00:00
pdk1539;K00001539;2022-04-02 00:00:00;2022-05-30 00:00:00
pdk1540;K00001540;2022-04-03 00:00:00;2022-05-31 00:00:00
pdk1541;K00001541;2022-04-04 00:00:00;2022-06-01 00:00:00
pdk1542;K00001542;2022-04-05 00:00:00;2022-06-02 00:00:00
pdk1543;K00001543;2022-04-06 00:00:00;2022-06-03 00:00:00
pdk1544;K00001544;2022-04-07 00:00:00;2022-06-04 00:00:00
pdk1545;K00001545;2022-04-08 00:00:00;2022-06-05 00:00:00
pdk1546;K00001546;2022-04-09 00:00:00;2022-06-06 00:00:00
pdk1547;K00001547;2022-04-10 00:00:00;2022-06-07 00:00:00
pdk1548;K00001548;2022-04-11 00:00:00;2022-06-08 00:00:00
pdk1549;K00001549;2022-04-12 00:00:00;2022-06-09 00:00:00
pdk1550;K00001550;2022-04-13 00:00:00;2022-06-10 00:00:00
pdk1551;K00001551;2022-04-14 00:00:00;2022-06-11 00:00:00
pdk1552;K00001552;2022-04-15 00:00:00;2022-06-12 00:00:00
pdk1553;K00001553;2022-04-16 00:00:00;2022-06-13 00:00:00
pdk1554;K00001554;2022-04-17 00:00:00;2022-06-14 00:00:00
pdk1555;K00001555;2022-04-18 00:00:00;2022-06-15 00:00:00
pdk1556;K00001556;2022-04-19 00:00:00;2022-06-16 00:00:00
pdk1557;K00001557;2022-04-20 00:00:00;2022-06-17 00:00:00
pdk1558;K00001558;2022-04-21 00:00:00;2022-06-18 00:00:00
pdk1559;K00001559;2022-04-22 00:00:00;2022-06-19 00:00:00
pdk1560;K00001560;2022-04-23 00:00:00;2022-06-20 00:00:00
pdk1561;K00001561;2022-04-24 00:00:00;2022-06-21 00:00:00
pdk1562;K00001562;2022-04-25 00:00:00;2022-06-22 00:00:00
pdk1563;K00001563;2022-04-26 00:00:00;2022-06-23 00:00:00
pdk1564;K00001564;2022-04-27 00:00:00;2022-06-24 00:00:00
pdk1565;K00001565;2022-04-28 00:00:00;2022-06-25 00:00:00
pdk1566;K00001566;2022-04-29 00:00:00;2022-06-26 00:00:00
pdk1567;K00001567;2022-04-30 00:00:00;2022-06-27 00:00:00
pdk1568;K00001568;2022-05-01 00:00:00;2022-06-28 00:00:00
pdk1569;K00001569;2022-05-02 00:00:00;2022-06-29 00:00:00
pdk1570;K00001570;2022-05-03 00:00:00;2022-06-30 00:00:00
pdk1571;K00001571;2022-05-04 00:00:00;2022-07-01 00:00:00
pdk1572;K00001572;2022-05-05 00:00:00;2022-07-02 00:00:00
pdk1573;K00001573;2022-05-06 00:00:00;2022-07-03 00:00:00
pdk1574;K00001574;2022-05-07 00:00:00;2022-07-04 00:00:00
pdk1575;K00001575;2022-05-08 00:00:00;2022-07-05 00:00:00
pdk1576;K00001576;2022-05-09 00:00:00;2022-07-06 00:00:00
pdk1577;K00001577;2022-05-10 00:00:00;2022-07-07 00:00:00
pdk1578;K00001578;2022-05-11 00:00:00;2022-07-08 00:00:00
pdk1579;K00001579;2022-05-12 00:00:00;2022-07-09 00:00:00
pdk1580;K00001580;2022-05-13 00:00:00;2022-07-10 00:00:00
pdk1581;K00001581;2022-05-14 00:00:00;2022-07-11 00:00:00
pdk1582;K00001582;2022-05-15 00:00:00;2022-07-12 00:00:00
pdk1583;K00001583;2022-05-16 00:00:00;2022-07-13 00:00:00
pdk1584;K00001584;2022-05-17 00:00:00;2022-07-14 00:00:00
pdk1585;K00001585;2022-05-18 00:00:00;2022-07-15 00:00:00
pdk1586;K00001586;2022-05-19 00:00:00;2022-07-16 00:00:00
pdk1587;K00001587;2022-05-20 00:00:00;2022-07-17 00:00:00
pdk1588;K00001588;2022-05-21 00:00:00;2022-07-18 00:00:00
pdk1589;K00001589;2022-05-22 00:00:00;2022-07-19 00:00:00
pdk1590;K00001590;2022-05-23 00:00:00;2022-07-20 00:00:00
pdk1591;K00001591;2022-05-24 00:00:00;2022-07-21 00:00:00
pdk1592;K00001592;2022-05-25 00:00:00;2022-07-22 00:00:00
pdk1593;K00001593;2022-05-26 00:00:00;2022-07-23 00:00:00
pdk1594;K00001594;2022-05-27 00:00:00;2022-07-24 00:00:00
pdk1595;K00001595;2022-05-28 00:00:00;2022-07-25 00:00:00
pdk1596;K00001596;2022-05-29 00:00:00;2022-07-26 00:00:00
pdk1597;K00001597;2022-05-30 00:00:00;2022-07-27 00:00:00
pdk1598;K00001598;2022-05-31 00:00:00;2022-07-28 00:00:00
pdk1599;K00001599;2022-06-01 00:00:00;2022-07-29 00:00:00
pdk1600;K00001600;2022-06-02 00:00:00;2022-07-30 00:00:00
pdk1601;K00001601;2022-06-03 00:00:00;2022-07-31 00:00:00
pdk1602;K00001602;2022-06-04 00:00:00;2022-08-01 00:00:00
pdk1603;K00001603;2022-06-05 00:00:00;2022-08-02 00:00:00
pdk1604;K00001604;2022-06-06 00:00:00;2022-08-03 00:00:00
pdk1605;K00001605;2022-06-07 00:00:00;2022-08-04 00:00:00
pdk1606;K00001606;2022-06-08 00:00:00;2022-08-05 00:00:00
pdk1607;K00001607;2022-06-09 00:00:00;2022-08-06 00:00:00
pdk1608;K00001608;2022-06-10 00:00:00;2022-08-07 00:00:00
pdk1609;K00001609;2022-06-11 00:00:00;2022-08-08 00:00:00
pdk1610;K00001610;2022-06-12 00:00:00;2022-08-09 00:00:00
pdk1611;K00001611;2022-06-13 00:00:00;2022-08-10 00:00:00
pdk1612;K00001612;2022-06-14 00:00:00;2022-08-11 00:00:00
pdk1613;K00001613;2022-06-15 00:00:00;2022-08-12 00:00:00
pdk1614;K00001614;2022-06-16 00:00:00;2022-08-13 00:00:00
pdk1615;K00001615;2022-06-17 00:00:00;2022-08-14 00:00:00
pdk1616;K00001616;2022-06-18 00:00:00;2022-08-15 00:00:00
pdk1617;K00001617;2022-06-19 00:00:00;2022-08-16 00:00:00
pdk1618;K00001618;2022-06-20 00:00:00;2022-08-17 00:00:00
pdk1619;K00001619;2022-06-21 00:00:00;2022-08-18 00:00:00
pdk1620;K00001620;2022-06-22 00:00:00;2022-08-19 00:00:00
pdk1621;K00001621;2022-06-23 00:00:00;2022-08-20 00:00:00
pdk1622;K00001622;2022-06-24 00:00:00;2022-08-21 00:00:00
pdk1623;K00001623;2022-06-25 00:00:00;2022-08-22 00:00:00
pdk1624;K00001624;2022-06-26 00:00:00;2022-08-23 00:00:00
pdk1625;K00001625;2022-06-27 00:00:00;2022-08-24 00:00:00
pdk1626;K00001626;2022-06-28 00:00:00;2022-08-25 00:00:00
pdk1627;K00001627;2022-06-29 00:00:00;2022-08-26 00:00:00
pdk1628;K00001628;2022-06-30 00:00:00;2022-08-27 00:00:00
pdk1629;K00001629;2022-07-01 00:00:00;2022-08-28 00:00:00
pdk1630;K00001630;2022-07-02 00:00:00;2022-08-29 00:00:00
pdk1631;K00001631;2022-07-03 00:00:00;2022-08-30 00:00:00
pdk1632;K00001632;2022-07-04 00:00:00;2022-08-31 00:00:00
pdk1633;K00001633;2022-07-05 00:00:00;2022-09-01 00:00:00
pdk1634;K00001634;2022-07-06 00:00:00;2022-09-02 00:00:00
pdk1635;K00001635;2022-07-07 00:00:00;2022-09-03 00:00:00
pdk1636;K00001636;2022-07-08 00:00:00;2022-09-04 00:00:00
pdk1637;K00001637;2022-07-09 00:00:00;2022-09-05 00:00:00
pdk1638;K00001638;2022-07-10 00:00:00;2022-09-06 00:00:00
pdk1639;K00001639;2022-07-11 00:00:00;2022-09-07 00:00:00
pdk1640;K00001640;2022-07-12 00:00:00;2022-09-08 00:00:00
pdk1641;K00001641;2022-07-13 00:00:00;2022-09-09 00:00:00
pdk1642;K00001642;2022-07-14 00:00:00;2022-09-10 00:00:00
pdk1643;K00001643;2022-07-15 00:00:00;2022-09-11 00:00:00
pdk1644;K00001644;2022-07-16 00:00:00;2022-09-12 00:00:00
pdk1645;K00001645;2022-07-17 00:00:00;2022-09-13 00:00:00
pdk1646;K00001646;2022-07-18 00:00:00;2022-09-14 00:00:00
pdk1647;K00001647;2022-07-19 00:00:00;2022-09-15 00:00:00
pdk1648;K00001648;2022-07-20 00:00:00;2022-09-16 00:00:00
pdk1649;K00001649;2022-07-21 00:00:00;2022-09-17 00:00:00
pdk1650;K00001650;2022-07-22 00:00:00;2022-09-18 00:00:00
pdk1651;K00001651;2022-07-23 00:00:00;2022-09-19 00:00:00
pdk1652;K00001652;2022-07-24 00:00:00;2022-09-20 00:00:00
pdk1653;K00001653;2022-07-25 00:00:00;2022-09-21 00:00:00
pdk1654;K00001654;2022-07-26 00:00:00;2022-09-22 00:00:00
pdk1655;K00001655;2022-07-27 00:00:00;2022-09-23 00:00:00
pdk1656;K00001656;2022-07-28 00:00:00;2022-09-24 00:00:00
pdk1657;K00001657;2022-07-29 00:00:00;2022-09-25 00:00:00
pdk1658;K00001658;2022-07-30 00:00:00;2022-09-26 00:00:00
pdk1659;K00001659;2022-07-31 00:00:00;2022-09-27 00:00:00
pdk1660;K00001660;2022-08-01 00:00:00;2022-09-28 00:00:00
pdk1661;K00001661;2022-08-02 00:00:00;2022-09-29 00:00:00
pdk1662;K00001662;2022-08-03 00:00:00;2022-09-30 00:00:00
pdk1663;K00001663;2022-08-04 00:00:00;2022-10-01 00:00:00
pdk1664;K00001664;2022-08-05 00:00:00;2022-10-02 00:00:00
pdk1665;K00001665;2022-08-06 00:00:00;2022-10-03 00:00:00
pdk1666;K00001666;2022-08-07 00:00:00;2022-10-04 00:00:00
pdk1667;K00001667;2022-08-08 00:00:00;2022-10-05 00:00:00
pdk1668;K00001668;2022-08-09 00:00:00;2022-10-06 00:00:00
pdk1669;K00001669;2022-08-10 00:00:00;2022-10-07 00:00:00
pdk1670;K00001670;2022-08-11 00:00:00;2022-10-08 00:00:00
pdk1671;K00001671;2022-08-12 00:00:00;2022-10-09 00:00:00
pdk1672;K00001672;2022-08-13 00:00:00;2022-10-10 00:00:00
pdk1673;K00001673;2022-08-14 00:00:00;2022-10-11 00:00:00
pdk1674;K00001674;2022-08-15 00:00:00;2022-10-12 00:00:00
pdk1675;K00001675;2022-08-16 00:00:00;2022-10-13 00:00:00
pdk1676;K00001676;2022-08-17 00:00:00;2022-10-14 00:00:00
pdk1677;K00001677;2022-08-18 00:00:00;2022-10-15 00:00:00
pdk1678;K00001678;2022-08-19 00:00:00;2022-10-16 00:00:00
pdk1679;K00001679;2022-08-20 00:00:00;2022-10-17 00:00:00
pdk1680;K00001680;2022-08-21 00:00:00;2022-10-18 00:00:00
pdk1681;K00001681;2022-08-22 00:00:00;2022-10-19 00:00:00
pdk1682;K00001682;2022-08-23 00:00:00;2022-10-20 00:00:00
pdk1683;K00001683;2022-08-24 00:00:00;2022-10-21 00:00:00
pdk1684;K00001684;2022-08-25 00:00:00;2022-10-22 00:00:00
pdk1685;K00001685;2022-08-26 00:00:00;2022-10-23 00:00:00
pdk1686;K00001686;2022-08-27 00:00:00;2022-10-24 00:00:00
pdk1687;K00001687;2022-08-28 00:00:00;2022-10-25 00:00:00
pdk1688;K00001688;2022-08-29 00:00:00;2022-10-26 00:00:00
pdk1689;K00001689;2022-08-30 00:00:00;2022-10-27 00:00:00
pdk1690;K00001690;2022-08-31 00:00:00;2022-10-28 00:00:00
pdk1691;K00001691;2022-09-01 00:00:00;2022-10-29 00:00:00
pdk1692;K00001692;2022-09-02 00:00:00;2022-10-30 00:00:00
pdk1693;K00001693;2022-09-03 00:00:00;2022-10-31 00:00:00
pdk1694;K00001694;2022-09-04 00:00:00;2022-11-01 00:00:00
pdk1695;K00001695;2022-09-05 00:00:00;2022-11-02 00:00:00
pdk1696;K00001696;2022-09-06 00:00:00;2022-11-03 00:00:00
pdk1697;K00001697;2022-09-07 00:00:00;2022-11-04 00:00:00
pdk1698;K00001698;2022-09-08 00:00:00;2022-11-05 00:00:00
pdk1699;K00001699;2022-09-09 00:00:00;2022-11-06 00:00:00
pdk1700;K00001700;2022-09-10 00:00:00;2022-11-07 00:00:00
pdk1701;K00001701;2022-09-11 00:00:00;2022-11-08 00:00:00
pdk1702;K00001702;2022-09-12 00:00:00;2022-11-09 00:00:00
pdk1703;K00001703;2022-09-13 00:00:00;2022-11-10 00:00:00
pdk1704;K00001704;2022-09-14 00:00:00;2022-11-11 00:00:00
pdk1705;K00001705;2022-09-15 00:00:00;2022-11-12 00:00:00
pdk1706;K00001706;2022-09-16 00:00:00;2022-11-13 00:00:00
pdk1707;K00001707;2022-09-17 00:00:00;2022-11-14 00:00:00
pdk1708;K00001708;2022-09-18 00:00:00;2022-11-15 00:00:00
pdk1709;K00001709;2022-09-19 00:00:00;2022-11-16 00:00:00
pdk1710;K00001710;2022-09-20 00:00:00;2022-11-17 00:00:00
pdk1711;K00001711;2022-09-21 00:00:00;2022-11-18 00:00:00
pdk1712;K00001712;2022-09-22 00:00:00;2022-11-19 00:00:00
pdk1713;K00001713;2022-09-23 00:00:00;2022-11-20 00:00:00
pdk1714;K00001714;2022-09-24 00:00:00;2022-11-21 00:00:00
pdk1715;K00001715;2022-09-25 00:00:00;2022-11-22 00:00:00
pdk1716;K00001716;2022-09-26 00:00:00;2022-11-23 00:00:00
pdk1717;K00001717;2022-09-27 00:00:00;2022-11-24 00:00:00
pdk1718;K00001718;2022-09-28 00:00:00;2022-11-25 00:00:00
pdk1719;K00001719;2022-09-29 00:00:00;2022-11-26 00:00:00
pdk1720;K00001720;2022-09-30 00:00:00;2022-11-27 00:00:00
pdk1721;K00001721;2022-10-01 00:00:00;2022-11-28 00:00:00
pdk1722;K00001722;2022-10-02 00:00:00;2022-11-29 00:00:00
pdk1723;K00001723;2022-10-03 00:00:00;2022-11-30 00:00:00
pdk1724;K00001724;2022-10-04 00:00:00;2022-12-01 00:00:00
pdk1725;K00001725;2022-10-05 00:00:00;2022-12-02 00:00:00
pdk1726;K00001726;2022-10-06 00:00:00;2022-12-03 00:00:00
pdk1727;K00001727;2022-10-07 00:00:00;2022-12-04 00:00:00
pdk1728;K00001728;2022-10-08 00:00:00;2022-12-05 00:00:00
pdk1729;K00001729;2022-10-09 00:00:00;2022-12-06 00:00:00
pdk1730;K00001730;2022-10-10 00:00:00;2022-12-07 00:00:00
pdk1731;K00001731;2022-10-11 00:00:00;2022-12-08 00:00:00
pdk1732;K00001732;2022-10-12 00:00:00;2022-12-09 00:00:00
pdk1733;K00001733;2022-10-13 00:00:00;2022-12-10 00:00:00
pdk1734;K00001734;2022-10-14 00:00:00;2022-12-11 00:00:00
pdk1735;K00001735;2022-10-15 00:00:00;2022-12-12 00:00:00
pdk1736;K00001736;2022-10-16 00:00:00;2022-12-13 00:00:00
pdk1737;K00001737;2022-10-17 00:00:00;2022-12-14 00:00:00
pdk1738;K00001738;2022-10-18 00:00:00;2022-12-15 00:00:00
pdk1739;K00001739;2022-10-19 00:00:00;2022-12-16 00:00:00
pdk1740;K00001740;2022-10-20 00:00:00;2022-12-17 00:00:00
pdk1741;K00001741;2022-10-21 00:00:00;2022-12-18 00:00:00
pdk1742;K00001742;2022-10-22 00:00:00;2022-12-19 00:00:00
pdk1743;K00001743;2022-10-23 00:00:00;2022-12-20 00:00:00
pdk1744;K00001744;2022-10-24 00:00:00;2022-12-21 00:00:00
pdk1745;K00001745;2022-10-25 00:00:00;2022-12-22 00:00:00
pdk1746;K00001746;2022-10-26 00:00:00;2022-12-23 00:00:00
pdk1747;K00001747;2022-10-27 00:00:00;2022-12-24 00:00:00
pdk1748;K00001748;2022-10-28 00:00:00;2022-12-25 00:00:00
pdk1749;K00001749;2022-10-29 00:00:00;2022-12-26 00:00:00
pdk1750;K00001750;2022-10-30 00:00:00;2022-12-27 00:00:00
pdk1751;K00001751;2022-10-31 00:00:00;2022-12-28 00:00:00
pdk1752;K00001752;2022-11-01 00:00:00;2022-12-29 00:00:00
pdk1753;K00001753;2022-11-02 00:00:00;2022-12-30 00:00:00
pdk1754;K00001754;2022-11-03 00:00:00;2022-12-31 00:00:00
pdk1755;K00001755;2022-11-04 00:00:00;2023-01-01 00:00:00
pdk1756;K00001756;2022-11-05 00:00:00;2023-01-02 00:00:00
pdk1757;K00001757;2022-11-06 00:00:00;2023-01-03 00:00:00
pdk1758;K00001758;2022-11-07 00:00:00;2023-01-04 00:00:00
pdk1759;K00001759;2022-11-08 00:00:00;2023-01-05 00:00:00
pdk1760;K00001760;2022-11-09 00:00:00;2023-01-06 00:00:00
pdk1761;K00001761;2022-11-10 00:00:00;2023-01-07 00:00:00
pdk1762;K00001762;2022-11-11 00:00:00;2023-01-08 00:00:00
pdk1763;K00001763;2022-11-12 00:00:00;2023-01-09 00:00:00
pdk1764;K00001764;2022-11-13 00:00:00;2023-01-10 00:00:00
pdk1765;K00001765;2022-11-14 00:00:00;2023-01-11 00:00:00
pdk1766;K00001766;2022-11-15 00:00:00;2023-01-12 00:00:00
pdk1767;K00001767;2022-11-16 00:00:00;2023-01-13 00:00:00
pdk1768;K00001768;2022-11-17 00:00:00;2023-01-14 00:00:00
pdk1769;K00001769;2022-11-18 00:00:00;2023-01-15 00:00:00
pdk1770;K00001770;2022-11-19 00:00:00;2023-01-16 00:00:00
pdk1771;K00001771;2022-11-20 00:00:00;2023-01-17 00:00:00
pdk1772;K00001772;2022-11-21 00:00:00;2023-01-18 00:00:00
pdk1773;K00001773;2022-11-22 00:00:00;2023-01-19 00:00:00
pdk1774;K00001774;2022-11-23 00:00:00;2023-01-20 00:00:00
pdk1775;K00001775;2022-11-24 00:00:00;2023-01-21 00:00:00
pdk1776;K00001776;2022-11-25 00:00:00;2023-01-22 00:00:00
pdk1777;K00001777;2022-11-26 00:00:00;2023-01-23 00:00:00
pdk1778;K00001778;2022-11-27 00:00:00;2023-01-24 00:00:00
pdk1779;K00001779;2022-11-28 00:00:00;2023-01-25 00:00:00
pdk1780;K00001780;2022-11-29 00:00:00;2023-01-26 00:00:00
pdk1781;K00001781;2022-11-30 00:00:00;2023-01-27 00:00:00
pdk1782;K00001782;2022-12-01 00:00:00;2023-01-28 00:00:00
pdk1783;K00001783;2022-12-02 00:00:00;2023-01-29 00:00:00
pdk1784;K00001784;2022-12-03 00:00:00;2023-01-30 00:00:00
pdk1785;K00001785;2022-12-04 00:00:00;2023-01-31 00:00:00
pdk1786;K00001786;2022-12-05 00:00:00;2023-02-01 00:00:00
pdk1787;K00001787;2022-12-06 00:00:00;2023-02-02 00:00:00
pdk1788;K00001788;2022-12-07 00:00:00;2023-02-03 00:00:00
pdk1789;K00001789;2022-12-08 00:00:00;2023-02-04 00:00:00
pdk1790;K00001790;2022-12-09 00:00:00;2023-02-05 00:00:00
pdk1791;K00001791;2022-12-10 00:00:00;2023-02-06 00:00:00
pdk1792;K00001792;2022-12-11 00:00:00;2023-02-07 00:00:00
pdk1793;K00001793;2022-12-12 00:00:00;2023-02-08 00:00:00
pdk1794;K00001794;2022-12-13 00:00:00;2023-02-09 00:00:00
pdk1795;K00001795;2022-12-14 00:00:00;2023-02-10 00:00:00
pdk1796;K00001796;2022-12-15 00:00:00;2023-02-11 00:00:00
pdk1797;K00001797;2022-12-16 00:00:00;2023-02-12 00:00:00
pdk1798;K00001798;2022-12-17 00:00:00;2023-02-13 00:00:00
pdk1799;K00001799;2022-12-18 00:00:00;2023-02-14 00:00:00
pdk1800;K00001800;2022-12-19 00:00:00;2023-02-15 00:00:00
pdk1801;K00001801;2022-12-20 00:00:00;2023-02-16 00:00:00
pdk1802;K00001802;2022-12-21 00:00:00;2023-02-17 00:00:00
pdk1803;K00001803;2022-12-22 00:00:00;2023-02-18 00:00:00
pdk1804;K00001804;2022-12-23 00:00:00;2023-02-19 00:00:00
pdk1805;K00001805;2022-12-24 00:00:00;2023-02-20 00:00:00
pdk1806;K00001806;2022-12-25 00:00:00;2023-02-21 00:00:00
pdk1807;K00001807;2022-12-26 00:00:00;2023-02-22 00:00:00
pdk1808;K00001808;2022-12-27 00:00:00;2023-02-23 00:00:00
pdk1809;K00001809;2022-12-28 00:00:00;2023-02-24 00:00:00
pdk1810;K00001810;2022-12-29 00:00:00;2023-02-25 00:00:00
pdk1811;K00001811;2022-12-30 00:00:00;2023-02-26 00:00:00
pdk1812;K00001812;2022-12-31 00:00:00;2023-02-27 00:00:00
pdk1813;K00001813;2023-01-01 00:00:00;2023-02-28 00:00:00
pdk1814;K00001814;2023-01-02 00:00:00;2023-03-01 00:00:00
pdk1815;K00001815;2023-01-03 00:00:00;2023-03-02 00:00:00
pdk1816;K00001816;2023-01-04 00:00:00;2023-03-03 00:00:00
pdk1817;K00001817;2023-01-05 00:00:00;2023-03-04 00:00:00
pdk1818;K00001818;2023-01-06 00:00:00;2023-03-05 00:00:00
pdk1819;K00001819;2023-01-07 00:00:00;2023-03-06 00:00:00
pdk1820;K00001820;2023-01-08 00:00:00;2023-03-07 00:00:00
pdk1821;K00001821;2023-01-09 00:00:00;2023-03-08 00:00:00
pdk1822;K00001822;2023-01-10 00:00:00;2023-03-09 00:00:00
pdk1823;K00001823;2023-01-11 00:00:00;2023-03-10 00:00:00
pdk1824;K00001824;2023-01-12 00:00:00;2023-03-11 00:00:00
pdk1825;K00001825;2023-01-13 00:00:00;2023-03-12 00:00:00
pdk1826;K00001826;2023-01-14 00:00:00;2023-03-13 00:00:00
pdk1827;K00001827;2023-01-15 00:00:00;2023-03-14 00:00:00
pdk1828;K00001828;2023-01-16 00:00:00;2023-03-15 00:00:00
pdk1829;K00001829;2023-01-17 00:00:00;2023-03-16 00:00:00
pdk1830;K00001830;2023-01-18 00:00:00;2023-03-17 00:00:00
pdk1831;K00001831;2023-01-19 00:00:00;2023-03-18 00:00:00
pdk1832;K00001832;2023-01-20 00:00:00;2023-03-19 00:00:00
